,source,target,sampled
5745,people are walking in the rain holding umbrellas,several umbrellas in different styles can be seen with rain on them, several people walk along the rain under umbrellas and umbrellas
5746,two horses stand by a wire framed fence,there are two horses standing behind a fence, two horses stand are standing behind a fence
5747,a zebra print futon with red cushions in a student s room,a bedroom with a blanket and some pillows, a closeup with a small child on it
5748,a couple of kids petting sheep inside of a corral,several sheep are in a pen as some kids stand next to it while one boy has his hand on one of the sheep s head, two kids one in a brown shirt and the other two younger boys are petting each other in a cage like a cow and one of them is sitting on
5749,gathering of people dishing out food set on a long table with checkered tablecloth,a long table with many containers of food on it and many people around it, a crowd of people serving themselves out of food on a table with plates of food
5750,a man sitting on one of a group of motorcycles,a middle aged man leans on a sports bike smiling, a shirtless man sits on a busy city street
5751,a dog jumping to catch a frisbee in a yard,a dog jumping to catch a red frisbee in a garden, a dog jumping to catch a red frisbee in a park
5752,a group of signs on a pole on a city street,there are many different signs on the same street pole, there are many people crossing the street on a sunny day
5753,traffic is traveling both ways on the busy streeet,traffic can be seen far down the road in this photograph, traffic can be busy to travel on the road
5754,a cat that is staring at the camera,i black cat with yellow eyes sitting in the grass, cat with brown hair wearing sunglasses looking at the camera
5755,a couple of birds that are walking in a field,a couple of birds walk through a field of tall grass near a sail boat harbor, a couple of birds walk through a field of grass while a couple of pigeons walk away
5756,a para sailor launching his sail at the beach,a man is standing on the beach with a surfboard flying a kite, a man in a red shirt and blue shorts rides a boat
5757,a batter holding the bat up to hit the ball,batter warming up near dug out during major game, batter swinging out to bat near bat
5758,a pink city bus at a bus stop,a pink bus is driving down the street, a bus is stopped down the bus
5759,a split photo of a person standing on a street corner,a pair of chairs on a curb and a man carrying a chair on the sidewalk, a picture of a corner side of a street while a man stands on the curb
5760,a toilet with a lid up leaning against a tiled wall,bob the builder sicker on bottom of toilet lid in bathroom, closeup of glass reaching out from glass on a shelf
5761,traffic sign with graffiti displayed near white building in urban area,a red stop sign sitting in front of a tall palm tree, a sign with graffiti standing in front of a brick building
5762,a group of people in the back of a dump truck,bunch of people sitting in the back of a dump truck, construction workers in a truck and one man in the back of a truck
5763,a giraffe and its herd standing in an enclosure,a group of giraffes are gathered together in their enclosure, a dog is herding over its hind legs
5764,a small pepperoni pizza next to a fork,the pizza is cheesey wiith peporoni for the topping, the chicken is cracking sausage near the oven
5765,a man on a blue surfboard on top of some rough water,a young man is on his surf board with someone in the background, a man is surfing over the ocean with his surfboard
5766,several men are playing sports on a field near some trees wall bus and several buildings in the background,a group of guys playing a game on a field, a group of guys playing a game
5767,the group of ducks is walking down the stairs,a group of ducks walking down the stairs, a group of skiers walking down the stairs
5768,cat perched on the sofa looking out of the window,a cat that is laying on a couch, a cat looks down at a window
5769,a large city bus driving down a street,a public bus parked in a bus station at night, a busy city bus in the city at dusk
