,source,target,sampled
5582,the toilet seat cover is made up of many colors,a toilet decorated with a colorful quilted top, a toddler with an orange cloth
5583,a group of people standing inside of a moving tram,an outside view of a subway car and an inside view of people standing in a subway car, several people around a subway or trolley and standing in front of a building with a sign
5584,a girl reading a book in bed with a cat,a little girl laying in bed holding a book next to a black cat, a little girl sitting on an orange couch is reading a book to her little girl
5585,a group of people throwing around a freez be,a group of four men standing on top of a lush green field, a group of people throwing up a frisbee while a man in the background looks on
5586,a table that has a bowl of food and a cup on it,soup with meat pasta and greens in a white bowl, table filled with snacks table in a bowl filled with food
5587,there is a woman sitting on a couch playing a video game,a women sitting down on a couch playing the wii, a woman sitting down on a couch playing the keyboard
5588,a yellow boat with people is in a canal,a yellow and black boat on a narrow river in a city, a yellow boat on a river is surrounded by a river
5589,a bear shaped birthday cake with candles on a table,a gray teddy bear cake on top of a wooden bench, a cake cake cake on top of a cake
5590,a group of people windsurfing at the beach,a man is suspended from cables and has skis on his feet, a group of people are moving their kayaks on calm waters
5591,a sign in a parking lot next a building,a no parking sign at some sort of shopping mall, a sign indicates at a parking meter parking lot of buildings
5592,a little girl holding a baseball bat on grass,a young girl wearing a dress plays with a baseball bat, a young girl holding a baseball bat in a grassy field
5593,a woman sitting on a surfboard in the ocean,a woman looks to her right while straddling a surfboard in the ocean, a woman looks out as she rides a surfboard on a wave
5594,busy street scene in india including various modes of transportation,a man riding on a motor scooter with a child in his lap, street scene of a foreign person in the foreground
5595,a brown dog sitting in a yard looking at a black and white dog,a black and white dog and a brown dog on some grass, a brown dog is looking at something in a grassy field
5596,a hand is slicing a pizza on a table,a man cuts a pizza to serve with salad and wine, a man preparing a plate of soup to cook with his plate
5597,a dessert dish includes sprigs for garnish on this banana dish,food that has been neatly prepared for a presentation, there is an egg coming for the dessert
5598,three big horn sheep are in an enclosed pasture,a black and white picture of three lambs, three white and white animals are outside
5599,2 people a very tall person in a jacket and kilt and a short old man standing in the rain under a very small black umbrella on a city corner,a man and a woman stand under an umbrella at a street crossing on a rainy day, a man and a woman stand outdoors on a sunny day for a storm day
5600,a group of young people playing baseball in a field,baseball players in their uniforms on a baseball field, young people play baseball on a field
5601,a black bird sitting next to a couple of people in chairs,a black bird standing on the floor in the street, a bird sitting on the ground
5602,a person is snowboarding slowly down a covered hill,a woman that is standing on a snowboard in the snow, a snowboarder in red is sliding a hill in the snow
5603,looking down at a beach area and boardwalk that has a circular walkway and clock tower,view of plaza with tower near beach on sunny day, sun view view on beach near houses
